Data_Medicao;Precipitacao_total_diario(AUT)(mm);Pressao_atmosferica_media_diario(AUT)(mB);Temperatura_ponto_orvalho_media_diario(AUT)(°C);Temperatura_maxima_diario(AUT)(°C);Temperatura_minima_diario(AUT)(°C);Umidade_relativa_do_ar_media_diario(AUT)(%);Vento_velocidade_media_diario(AUT)(m/s)
20/07/2014;null;null;null;null;12,2;null;null
21/07/2014;null;null;null;null;null;null;null
22/07/2014;null;null;null;null;null;null;null
23/07/2014;null;null;null;null;null;null;null
24/07/2014;null;null;null;null;null;null;null
25/07/2014;null;null;null;null;null;null;null
26/07/2014;null;null;null;null;null;null;null
27/07/2014;null;null;null;null;null;null;null
28/07/2014;null;null;null;null;null;null;null
29/07/2014;null;937,2;10,8;19,1;13,4;75;3,7
30/07/2014;0;934,7;10,3;22,3;12,5;71,8;2,6
31/07/2014;0;931,4;10,9;24,1;11,4;74,7;0,9
01/08/2014;0;929,6;9,1;26,4;12,2;57,4;1,1
02/08/2014;0;928,8;9,9;27,2;14,7;53,6;1,3
03/08/2014;0;926,9;8,1;29;14,3;47,9;0,9
04/08/2014;0;927,2;6,2;29,5;15,4;36,3;2
05/08/2014;0,2;934;8,6;24,5;12,8;66,4;3,3
06/08/2014;0;933,9;4,7;23,4;9,9;56;3,2
07/08/2014;0;932,6;4,1;27,8;9,4;46;0,8
08/08/2014;0;933,5;11,8;20,8;14,5;73,9;1,5
09/08/2014;0,2;932,6;13,4;20;15;81,9;2,3
10/08/2014;0;929,9;11,1;25,6;14;65,7;1,3
11/08/2014;0;928,9;7,1;27,8;14,1;47,6;1,2
12/08/2014;0;927,8;6,4;30,3;15;40;1,1
13/08/2014;0;930,3;11;23,7;17;74,5;2,1
14/08/2014;15,4;935,8;8,4;12,5;9,1;83,7;3,4
15/08/2014;0;935,8;10,8;20;10,4;78,5;3,1
16/08/2014;0;935,2;12,8;22;13,4;79;2,7
17/08/2014;10,2;933,3;14,4;23,8;14,3;82,7;1,2
18/08/2014;0;931,2;14,3;24,4;15,4;78,1;1
19/08/2014;0;931,6;11,1;21,4;12,9;70,5;1,7
20/08/2014;0;932,4;11,5;23,8;13,2;72;2,6
21/08/2014;0;931,3;10,7;28,7;14,1;62;2
22/08/2014;0;929,5;8;29,2;14,6;45,5;1,2
23/08/2014;0;928,4;7,4;29,2;15,2;43;1,4
24/08/2014;0;926,1;4,8;30,7;15,2;35,9;1,5
25/08/2014;0;925,5;4,2;31,2;15,2;32;1,4
26/08/2014;0;925;10,6;25,2;19,1;51,8;0,8
27/08/2014;5,4;927,1;9,9;24;14,9;60,3;1,9
28/08/2014;0,2;928,7;8,7;21,2;11,3;72,3;2,3
29/08/2014;0;930,6;10,1;18,7;12;77,4;2,5
30/08/2014;0;930,1;11,3;25,1;13,4;71,9;2,3
31/08/2014;0;927,2;12,3;31,2;13,9;74,5;2,5
01/09/2014;11;925;13,1;26,2;15,1;66,7;2,2
02/09/2014;0;925,2;13,9;30,4;16,1;64,8;0,8
03/09/2014;17,6;926,5;13,3;25,9;15,1;69,8;2,8
04/09/2014;0,4;932,1;11,8;18,7;14,1;78,8;3,2
05/09/2014;0,2;932,9;9,8;22,1;13;68,6;4,1
06/09/2014;0;930,1;8,9;27,4;11,4;62,3;2,3
07/09/2014;0;930,2;9,5;28,9;13,9;53,8;1,6
08/09/2014;0;931,1;10,6;28,1;17,4;51,4;2,2
09/09/2014;0;928,8;8,9;31,1;16,1;49,3;1,8
10/09/2014;0;926,4;4,6;31,4;18,6;28,3;2,5
11/09/2014;0;927,3;9,2;33;18,8;44,5;1,5
12/09/2014;0;929,2;12,6;29,3;16,8;66,3;1,8
13/09/2014;0;929,7;10,9;29,5;14,6;62,6;2,4
14/09/2014;0;928,2;11;32,2;15,5;55,8;1,3
15/09/2014;0;925,5;9,5;32,3;17,8;42,6;1,8
16/09/2014;0;926,4;12,1;25,5;18,7;60,1;2,2
17/09/2014;0;929,3;12;22,8;15,2;70,8;2,8
18/09/2014;0;927,7;13,9;26,7;15,8;71,6;2,5
19/09/2014;1,8;925,1;16,1;22,7;17;84;2
20/09/2014;1,6;925,1;15,5;22,8;18,5;75;3
21/09/2014;5;925,7;14,6;22,5;17,1;79,5;2,1
22/09/2014;0,4;930,5;9,8;21,6;12,7;67,9;2,9
23/09/2014;0;928,5;9,4;29;11,9;59,7;2,7
24/09/2014;0;926,9;11,8;32,4;15,9;61,8;2,2
25/09/2014;0;927,2;14,7;27,2;17,5;70,2;1,4
26/09/2014;0,4;925,1;16,3;27;19,9;76;2
27/09/2014;20,2;928,4;16,1;20,8;17,3;84,5;1,1
28/09/2014;0;928,8;16,1;25,5;17,2;79,3;2,5
29/09/2014;0,2;926;16,9;31,1;18,1;76,3;1,7
30/09/2014;1,8;925,8;15,2;30,1;19,4;60;1,5
01/10/2014;2;926,8;15,9;30,2;18,7;67,8;2,9
02/10/2014;1,4;933;12,7;19,5;15,2;78;3,6
03/10/2014;0,2;936;8,8;20,5;11,8;68,5;3,7
04/10/2014;0,2;934,6;7,4;19,3;11,2;65;4,1
05/10/2014;0;933,6;7,6;21,6;11,1;62,9;3,5
06/10/2014;0;931,9;8;25,4;11;61,5;3,1
07/10/2014;0;929,3;10;26,2;13,8;61;1,6
08/10/2014;0;927,5;9,7;28,3;14,5;54,2;1,6
09/10/2014;0;925,6;8,6;32;15,5;45;1,6
10/10/2014;0;925,9;8,3;34,4;18,3;37,1;1,7
11/10/2014;0;927,4;9,6;33,7;20,3;40,8;1,4
12/10/2014;0;927,4;9,5;35,1;18,5;42;1,5
13/10/2014;0;926,3;8,8;36,1;21,6;32,8;1,3
14/10/2014;0;926,6;15,4;30,8;19,2;58,7;1,5
15/10/2014;0;929,2;15,8;28,5;19,3;69,8;2,9
16/10/2014;0;927,6;15,2;34,9;18,2;61,1;2,7
17/10/2014;0;926,2;16;38,4;19;66,2;2,1
18/10/2014;3,8;925,1;14,9;30,3;18,8;62,9;1,9
19/10/2014;0;924;12,5;35,8;20,3;48;2,8
20/10/2014;4,6;926,8;15,7;24,7;18,6;76,3;2,5
21/10/2014;1,2;930;12;20;14,9;74,6;3,2
22/10/2014;0;930,8;12,5;21;15,1;75,1;3,4
23/10/2014;0;929,3;13,1;29,1;15,4;68,4;2,7
24/10/2014;0;926,3;14,6;32;16,6;70,5;2
25/10/2014;0;925,3;15,4;26,3;18,3;70,8;1,5
26/10/2014;0;925,4;16,6;27,2;19,2;78,4;1,5
27/10/2014;11,6;927,5;12,9;25,9;16,8;65,9;2,4
28/10/2014;0;927,1;10,6;27,9;14,3;61;2,1
29/10/2014;0;923,1;10,8;32;14,9;55,9;2,1
30/10/2014;0;921,4;11,4;34;18,9;42,5;2
31/10/2014;0;924,2;14,4;34;23,2;50;2,6
01/11/2014;5,6;926,7;16,6;33;20,8;66,3;2,4
02/11/2014;8,2;927;17,7;30,3;19,7;73,2;2
03/11/2014;0;924,1;17,1;30,8;19,7;73,2;1,9
04/11/2014;9,4;923,1;18;25,7;20,4;77,6;1,3
05/11/2014;23;926,3;17,5;21,4;19,3;85,4;2
06/11/2014;7,2;928,9;16,8;27,2;17,7;79,8;2
07/11/2014;0;925,3;16,4;30,4;18,4;69,2;1,5
08/11/2014;10,2;923,4;16,2;25,9;18,3;73,2;2,2
09/11/2014;2,6;924,8;15,2;25,6;18,6;70,8;2,5
10/11/2014;0;924,9;13,4;27;16,8;65,2;2,9
11/11/2014;0;923,6;13;28,6;15,2;64,2;2,8
12/11/2014;0;920,6;14,7;26,8;17;66,4;1,9
13/11/2014;0;920,1;16,6;30,5;20,5;71,2;2
14/11/2014;5,8;924,4;13,4;20,3;15,8;79,3;2,7
15/11/2014;1;927,1;12;23,2;14,7;70,7;3,4
16/11/2014;0;928,1;11,2;24,7;15,9;63,9;3,1
17/11/2014;0;927,8;10,1;24,3;13,4;63,8;2,6
18/11/2014;0;926,5;10,7;27,7;14,1;61;3
19/11/2014;0;925,4;12,1;30,9;15,1;58,6;2,2
20/11/2014;0;925,7;13,4;28,1;18,7;58,3;2
21/11/2014;0;925,3;13,8;33,1;18,9;53,9;1,8
22/11/2014;0,4;924,1;15,9;27,8;22,1;61,6;1,4
23/11/2014;0;924,8;17,2;27,3;20,5;74,1;1,6
24/11/2014;2,6;926;17,3;29,7;18,5;76,8;2,6
25/11/2014;0;922,9;17,8;30,5;20,3;72,6;1,8
26/11/2014;34,2;920,6;19;27,4;20;83,9;1,9
27/11/2014;9,4;923,7;17,7;24,3;20,2;78,9;1,7
28/11/2014;0;926,4;14,6;26,1;17,9;68,7;2,5
29/11/2014;0;927,9;15,4;25,3;18;72,3;3,2
30/11/2014;0;927;15,9;27,4;17,7;73,2;2,4
01/12/2014;2;926,2;17;31,5;19,2;70,5;1,7
02/12/2014;1,4;925,5;14,6;29,4;19,5;56,8;2,1
03/12/2014;0;924,4;13,9;30,2;21;51;3,3
04/12/2014;0;925,5;15,5;26,6;22,3;71,7;1,9
05/12/2014;4,4;928;13,9;20,9;16;77,8;2,6
06/12/2014;0;927,8;14,4;28,2;16,3;70;2,4
07/12/2014;0;927,1;15,1;32,1;17,8;62,3;1,7
08/12/2014;0;926,2;15;31,7;20,4;56,7;1,4
09/12/2014;0;924,9;16,6;28,9;21,9;63,7;1,3
10/12/2014;3,8;924,3;17,7;27,5;20,5;75,9;1,6
11/12/2014;17,4;924,7;17,3;29,2;19,2;71,5;2,1
12/12/2014;2;924,4;18;30,3;20,6;76,4;1,4
13/12/2014;26,4;921,5;17,6;22,7;19,7;81,8;2,2
14/12/2014;0,6;922,7;17;27,2;20,2;78,7;1,9
15/12/2014;7,8;927;12,3;25,2;16,4;64,5;2,9
16/12/2014;0;927,6;13;27,1;15,4;66,4;3
17/12/2014;0;924,4;13,2;31,9;15,7;59,3;2,5
18/12/2014;0;922,1;14,2;32,8;19,2;55,6;1,4
19/12/2014;0;922,1;16,6;30,8;19,9;68,2;1,5
20/12/2014;9,8;922,1;16,9;31;20,2;65,1;2,5
21/12/2014;0;922,1;17,2;31;22,7;59,1;3,3
22/12/2014;0;923,6;19;30,3;22,3;74,8;3,1
23/12/2014;57,4;926,3;18,7;21,7;20,1;92,1;1,7
24/12/2014;31;928,2;16,2;21,4;16,8;85,3;1,9
25/12/2014;0;928,7;17,6;30,8;18,3;80,2;1,5
26/12/2014;28;929,6;17,8;33;18,3;69,4;1,7
27/12/2014;0;927;16,3;34,6;21,1;55,8;1,3
28/12/2014;0;924,4;14,4;34;23,7;44,7;1,8
29/12/2014;1;923,8;16,3;33;21,8;58,3;2,4
30/12/2014;14,8;923,5;16,6;30,9;19,7;62,5;2,1
31/12/2014;0;923,8;15,1;31,7;22,1;52,8;3,1
01/01/2015;0;924,4;16,3;32,5;23,8;52,5;2,6
02/01/2015;0;924,4;16,9;33,4;24,4;54,3;2,5
03/01/2015;0,2;926,7;19,4;30;23,1;74,3;2,2
04/01/2015;1,4;927,6;17,9;28,9;21,5;71,5;1,7
05/01/2015;0;927,8;18,3;28,4;21,1;76,7;2,1
06/01/2015;12,6;928,5;16,9;30,4;20,2;67,7;1,8
07/01/2015;0;927;16,5;33,6;20,1;66,3;1,6
08/01/2015;47;926,8;16,6;33,3;18,7;64,2;1,4
09/01/2015;4,4;926;17;33,6;21,5;56,6;1,3
10/01/2015;0;926,2;17;34,2;24,6;52,5;1,6
11/01/2015;3,6;926,3;18,1;35,1;22,2;59;1,9
12/01/2015;0;926,2;17;35,4;22;59,8;1,7
13/01/2015;1;926,1;15,5;35;21,2;54;1,6
14/01/2015;1,8;926,4;17,4;34,1;21,2;61,7;1,5
15/01/2015;3;927,1;18,5;33;21,4;66,4;1,7
16/01/2015;2,4;927,6;19,2;33,3;22,3;67,5;1,8
17/01/2015;0;925,8;16,6;35,6;22,1;55,1;1,5
18/01/2015;0;925,7;17,5;36,2;23,3;54,5;1,6
19/01/2015;5,4;926,1;16,8;36,6;22,8;55,3;1,7
20/01/2015;0;924,5;16,8;36,7;23,3;54,5;1,6
21/01/2015;0;925,3;17,6;31,1;22,8;63,9;2,2
22/01/2015;31;927,1;17,1;26,4;19;77;1,8
23/01/2015;3,6;927,5;16,8;26,3;18,5;76,8;1,9
24/01/2015;12,8;926,2;17;29,6;18,8;72,6;1,9
25/01/2015;0;925,3;15,7;31,1;18,2;62,8;2,3
26/01/2015;20,4;925,6;16,7;29,1;18,7;69;2,1
27/01/2015;1,4;926,1;16,9;28,7;20,6;66,1;1,8
28/01/2015;5,2;925,9;17,6;29,8;21,2;65,9;1,7
29/01/2015;0,2;925,2;16,9;29,3;21,6;62,1;3,2
30/01/2015;0;926,4;17,8;27,2;21,4;71;2,3
31/01/2015;1;928,8;17,8;24,3;18,6;80,5;2,5
01/02/2015;0;927,8;18,2;28,5;20,8;75,1;2,5
02/02/2015;5,2;926,8;18,6;26,7;20,8;79,5;1,5
03/02/2015;1,4;924,9;15,9;31,3;18;69,6;1,2
04/02/2015;3,4;922,6;16,8;24,1;19,9;74;1,1
05/02/2015;7,6;919,2;17,3;22,7;19,4;84,5;2,1
06/02/2015;18;919,3;16,8;25,8;18,3;80,8;1,2
07/02/2015;16;920,8;16;29;18;72,5;1
08/02/2015;10;923,4;16,9;30;16,8;72,8;2,1
09/02/2015;0;924,1;18,1;31;19,3;74,3;1,6
10/02/2015;31;925,3;18,8;29,2;18,9;75,5;1,9
11/02/2015;2,4;926,8;18,1;30,4;20,6;67;2,4
12/02/2015;0;927,3;17,9;32,6;23,1;58,8;2,2
13/02/2015;0;927,7;18,4;32,2;23,1;64;1,7
14/02/2015;0;926,5;18,2;32,2;20,9;71,8;2,1
15/02/2015;17,2;925,2;17,9;27,6;20,1;76;1,4
16/02/2015;21,4;925,5;17,5;27,2;18;80,8;1,4
17/02/2015;82,6;924,5;18,4;28,1;19,3;80,8;1,4
18/02/2015;13,4;922,8;18,2;26,4;19,9;81,8;2
19/02/2015;2,6;923,2;17,5;28,5;20,3;70,5;2,7
20/02/2015;0;925,7;17,4;28,2;21,7;64,5;2,2
21/02/2015;0;928,7;17,6;31,1;21,5;63,3;1,9
22/02/2015;0;929,2;16,6;31;20,3;64,8;2,3
23/02/2015;0;928,3;17,2;31,7;20,7;65,2;1,9
24/02/2015;0;927,8;16,9;32;21,3;65,3;1,7
25/02/2015;2,2;928,5;16,9;29,5;20;73,5;1,2
26/02/2015;32,8;925,9;17;30,4;18,6;70,5;1,4
27/02/2015;1,2;923,3;16,7;31,4;20,5;63,3;1,6
28/02/2015;0;925,9;17,1;28;21;73,8;2,4
01/03/2015;3;928,7;15,3;26,3;18,3;71;3,4
02/03/2015;0;928,5;14,7;29,6;17,3;66,6;3,1
03/03/2015;0;927,3;16,3;29,9;19,5;68,3;2,4
04/03/2015;0;926,8;17;31,1;18,9;69,1;1,8
05/03/2015;0;925,7;16,1;31,5;19,9;62,5;1,3
06/03/2015;0;924,9;17,4;28,9;21,4;71,8;1,6
07/03/2015;38,6;924,5;18,5;27;18,2;85,8;1,4
08/03/2015;65,4;924,4;18,7;24,6;19,5;83,6;0,8
09/03/2015;73,2;923,5;18,4;23,3;19,5;85,5;1,8
10/03/2015;10;922,1;17,9;26,6;19,8;77;1,8
11/03/2015;10;921,8;18,1;27,9;20;75,8;2,4
12/03/2015;1,4;923,3;17,5;26,4;19;76;1,2
13/03/2015;1,4;924,6;17,4;27;20;76,1;1,2
14/03/2015;12,8;925,6;18,1;28,3;19,7;78,8;0,5
15/03/2015;1;926;18,2;27,5;20,5;81;0,8
16/03/2015;21,8;925,5;17,1;30,1;18,4;78,1;0,7
17/03/2015;22,8;926,3;16,8;26,2;18,5;77,1;2
18/03/2015;0;927,6;16,7;24,2;19,7;76,2;2
19/03/2015;3,4;927,8;17,3;27,6;19,1;80,5;1,5
20/03/2015;7;925,5;17,1;28,2;19,1;80,4;1,5
21/03/2015;14,4;923,3;16,8;25,5;18,4;78,6;1,1
22/03/2015;2;923,8;16,7;23,2;18,5;83,5;1,3
23/03/2015;19,8;927,9;14,8;23,3;17,1;74;2,2
24/03/2015;0;930,3;15,1;26,7;17,4;72,6;2,5
25/03/2015;0;929,7;15;28,1;17,2;69,7;2,5
26/03/2015;0;926,1;15;29,6;18,3;63,2;1,6
27/03/2015;0;927,5;14,6;30,8;19,5;59,7;0,9
28/03/2015;0;928,9;15,4;30,4;20,2;62;1,4
29/03/2015;0;926,8;17,4;26,8;20,5;77,3;1,8
30/03/2015;18,4;925,1;18,2;25,7;18,8;80,6;1,2
31/03/2015;1,4;925;17;29,1;20,1;69;2,3
01/04/2015;0;926,8;15,6;28,1;19,2;66,4;1,7
02/04/2015;0;928,4;14,3;26,3;18,4;65,9;2,5
03/04/2015;0,2;926,9;14,5;27,6;16,5;70,8;2,6
04/04/2015;0;924,2;15,6;29,7;18;68,1;2,4
05/04/2015;0;922;17,1;26,6;20,2;71;1,9
06/04/2015;0;921,5;16,3;28,4;21,2;71,6;3,8
07/04/2015;6,6;926,9;13,3;20,1;16,1;78,7;2,8
08/04/2015;0,6;928,7;12,5;24,4;14,8;71;2,9
09/04/2015;0;929,3;14;25,6;16,1;71,8;2,2
10/04/2015;0;930,2;14,7;25,5;17,2;72,7;2,2
11/04/2015;0;928,9;14,7;28,6;17,8;68,2;2
12/04/2015;0;927,8;14,9;25,7;16,8;73,5;1,5
13/04/2015;0;928,9;15;26,2;18,1;71,1;2,1
14/04/2015;0;927,9;15,5;28,8;18,5;70,7;2,1
15/04/2015;0;926,2;16,7;27,5;18,4;73,9;1,9
16/04/2015;24,8;926,1;17,7;27,4;18,6;83,8;1,3
17/04/2015;36,6;927,9;16;26,8;17,5;75,3;2,1
18/04/2015;0;925,9;16,8;29,1;18,2;70,2;1,8
19/04/2015;0;925,7;18,2;27,5;21;77,2;1,3
20/04/2015;19,6;924,8;18,3;29,3;19,2;75,6;1
21/04/2015;0;924,9;18,3;29,4;21,1;73;2,2
22/04/2015;3;927,1;17,5;21,5;18,9;86,4;1,5
23/04/2015;13;927,9;16,9;24,9;18,6;79,4;2,2
24/04/2015;0;927,9;17;28,4;19,5;71,8;1,9
25/04/2015;0;929,5;13,5;23,4;17,6;69,3;2,4
26/04/2015;1;929,9;14;23,9;16,1;74,9;2,5
27/04/2015;0;928,9;13,8;25,3;16,6;71;2,4
28/04/2015;0;927,2;14,2;27,1;17,2;70,8;2,1
29/04/2015;0;928,3;13,4;23,1;16,9;71,8;2,2
30/04/2015;0;929,1;12,2;18,6;14,9;76,8;2,7
01/05/2015;0;927,9;11,8;22,5;13,8;72,3;2,3
02/05/2015;0;926,5;13,3;26,5;14,8;73,3;1,6
03/05/2015;0;925,5;14,8;26,3;16;72;1,6
04/05/2015;0,8;924,9;14,6;22,5;18;69,3;2,1
05/05/2015;10,2;928,8;14,8;20,3;16,7;81,5;2,2
06/05/2015;0;928,7;13,8;20,6;16;78,8;2,3
07/05/2015;0;928,6;12,8;22,2;15,8;75,2;1,7
08/05/2015;0,2;932,1;10,6;19;13,9;71,6;3,1
09/05/2015;0;930,1;11,5;26,4;13,7;69,4;1,9
10/05/2015;0,2;926,6;14;21,8;14,5;83;1,3
11/05/2015;21,8;923,4;14;20,6;16,1;78,2;2,6
12/05/2015;0;927;12,8;22,2;14,3;76,1;1,9
13/05/2015;2,6;931,5;12,8;18,6;14,8;80,8;2,1
14/05/2015;0;931,7;12,3;20,9;14,3;77,3;2,5
15/05/2015;0;932;11,9;21,5;13,9;74,8;1,9
16/05/2015;0;933;11,6;22,3;13,2;72,5;1,9
17/05/2015;0;933,2;13,3;22,5;15,5;73,4;1,8
18/05/2015;0;932,4;14,5;21,4;16,7;77,5;1,5
19/05/2015;0;931,6;14,9;23;17,6;79,5;1,9
20/05/2015;0,6;931,3;14,1;23,4;16;76,5;2
21/05/2015;0;932,7;14,2;24,9;16,4;73,1;1,7
22/05/2015;0;932,3;14,4;25,4;16,4;72;1,8
23/05/2015;0;930,1;13,7;25,1;16;68,3;1,4
24/05/2015;0;927,6;13,6;26,3;18;61,9;2,5
25/05/2015;0;927,9;14,7;27,8;17,4;64;1
26/05/2015;0;929,1;16,8;25;19,7;76,2;1,4
27/05/2015;0;926,3;15,4;27,2;18,9;66,6;2,2
28/05/2015;1,4;925,2;13,7;23,2;17,9;71,2;3,2
29/05/2015;7;924,5;12,1;21,8;15,4;71,3;1,8
30/05/2015;0;926,4;8,8;23;13,1;59,9;1,7
31/05/2015;6;928,3;13;18,3;13,5;83,1;0,8
01/06/2015;2,6;930,9;14,3;18;15,3;88;0,9
02/06/2015;0,6;931;13,4;17,5;15,1;84,4;1,4
03/06/2015;0;930,8;13,5;21,6;15,1;77,9;1,6
04/06/2015;0;932,3;13,9;24,3;14,6;78,1;1,2
05/06/2015;0,2;932,1;13,2;24,7;14,1;74;1,1
06/06/2015;0;929,6;12,4;26,2;14;67,2;1,1
07/06/2015;0;929,9;12,5;26,3;16;60,5;1,2
08/06/2015;0;929,7;11,7;26,2;15,3;59,7;0,9
09/06/2015;0;928,6;11,3;26,1;15,3;57,3;0,8
10/06/2015;0;928,3;10,2;26,2;15,5;55;1,1
11/06/2015;0;927,4;9,9;26,8;17,2;46,4;2,8
12/06/2015;0;928,6;13,8;22,8;17,8;72,8;1,8
13/06/2015;0;926,2;12,4;27,6;15,5;63,5;2
14/06/2015;0;923,6;11,5;27,3;18,4;50,5;2,8
15/06/2015;0,6;926;12,9;22,9;14,9;78,1;1,4
16/06/2015;9;929,8;10,9;18,1;12,3;80,9;1
17/06/2015;0;929,1;14,4;25,3;14;76,8;0,8
18/06/2015;0;927,6;15,2;26,3;16;73,7;2,3
19/06/2015;3,8;934,3;11,7;18,3;13,6;82,5;2,8
20/06/2015;0,2;935,8;10,3;20,1;12,5;72,6;3,8
21/06/2015;0;934,8;11,4;24,6;12,8;72,9;1,7
22/06/2015;0;933,7;10,9;24,5;13,1;66,4;1,1
23/06/2015;0;933,3;12,1;26,1;15,7;65,8;1,2
24/06/2015;3,4;937,2;12;17,8;13,9;82,9;2,9
25/06/2015;0,8;938,8;10,3;17,4;12,4;78;3,3
26/06/2015;0;938,8;9,9;20,9;12,3;72,2;3,1
27/06/2015;0;937,1;9,3;20,8;11;70,7;2
28/06/2015;0;933,8;8,9;21,5;11,5;67,9;0,9
29/06/2015;0;931;9,2;24,5;11,1;64;1,1
30/06/2015;0;929,1;10,3;25,2;13,7;59,6;2,1
01/07/2015;0;929,5;12,8;20,4;16,4;71,4;1,5
02/07/2015;1,8;929,6;13,9;19,8;15,3;81,7;1,6
03/07/2015;18,4;925,8;14,8;18,4;15,4;86,6;1,7
04/07/2015;15,4;926,1;13,2;21,4;16,5;80,3;2,1
05/07/2015;4,4;931,5;8,6;14,3;10,9;77,6;2,7
06/07/2015;0;930,1;10,8;20,8;11,5;75,4;2,2
07/07/2015;0;929,1;13,8;20,6;13,8;84,4;1,1
08/07/2015;4,8;926,7;14,4;18,8;15;83,9;1,4
09/07/2015;0;927,5;11,3;20,6;15,5;67,7;4,3
10/07/2015;0;930,1;12,8;25,4;13,9;69,5;1,1
11/07/2015;0;930,2;13,2;20,1;16,1;77;1,5
12/07/2015;3;928,5;12,7;27,5;14,1;67,1;1,2
13/07/2015;0;927,1;11,8;28,8;16,8;56,1;1,8
14/07/2015;0;928,2;10,3;29,1;18,5;44;1,9
15/07/2015;0;931,5;12,4;27,8;17,1;60,3;1,2
16/07/2015;0;932,1;14,5;25,8;16,3;74;1,8
17/07/2015;0;932,9;13,3;24,7;15,9;70,9;1
18/07/2015;0;932,3;11,7;24;15,3;62;0,9
19/07/2015;0;931,3;9,9;25,9;14,7;56;1,7
20/07/2015;0;929,1;9,1;25,3;14,9;48;1,9
21/07/2015;0;927,7;10,9;21,6;18,2;62,5;2,5
22/07/2015;0,2;932,3;10,6;16;12,8;79,6;2,5
23/07/2015;0,2;933;12,4;20,7;13,8;77,2;2,8
24/07/2015;0;930,3;12,4;25,8;14,5;70,3;2
25/07/2015;17;928,7;14;17,4;15,6;88,5;0,7
26/07/2015;1,4;928,6;11,4;23;13,7;72,2;1,1
27/07/2015;0;929,1;7,7;23,2;11,1;61,4;0,9
28/07/2015;0;930,1;8,6;24,5;11,6;67,4;0,7
29/07/2015;0,2;931,9;9,5;24,6;11;67,5;0,9
30/07/2015;0;932;10,5;26,8;11,7;70,7;1
31/07/2015;0;931,4;11,7;26,6;13,2;68,2;1
01/08/2015;0;931,1;9,2;26,5;15,1;51,9;0,8
02/08/2015;0;929;9,1;26,3;13,7;51,3;1,2
03/08/2015;0;929;8,4;26,9;14,9;46,6;1,8
04/08/2015;0;930,5;8,1;27,9;15,3;45,6;1,1
05/08/2015;0;929,6;8,7;27,2;15,1;48,8;1,3
06/08/2015;0;928,2;8,1;28,1;16,5;44;1,5
07/08/2015;0;927,8;8,3;28,9;15,6;44,4;1,2
08/08/2015;0;929,6;9;28,1;16,3;47;1,4
09/08/2015;0;930,5;12,5;26,4;15,7;65,8;2,3
10/08/2015;0;932,2;12,3;27,5;15,5;63,3;1,9
11/08/2015;0;932,9;11,1;27,1;15,4;59,5;2
12/08/2015;0;932,4;10,9;26,7;14,1;60,5;1,2
13/08/2015;0;932,1;10,1;27,9;14,2;54,9;1
14/08/2015;0;931,6;10,1;27,5;15,5;52,7;1,2
15/08/2015;0;931;9,1;27,1;15,8;48,5;1,1
16/08/2015;0;932,1;10;27,8;16,5;51,3;1,5
17/08/2015;0;931,6;10;27,9;15,3;53,8;1,4
18/08/2015;0;929,4;9,4;26,6;16,9;49;1,7
19/08/2015;0;925,3;9,7;28,1;19,1;46,4;2,8
20/08/2015;0;929,1;10,5;19,7;14,9;68,5;2,2
21/08/2015;1;929,6;11,1;22,2;13,3;72,4;2,8
22/08/2015;0;927,3;12,1;26,1;14,3;70,8;1,7
23/08/2015;0,2;925,9;11,2;30;13,5;64,2;1,5
24/08/2015;0,2;928,5;12,5;20,4;16,5;73,2;2,1
25/08/2015;2;928,6;13,1;20,5;14,5;81,5;1,9
26/08/2015;1;928;13,1;24,2;14,9;73,9;2
27/08/2015;5,8;927,5;12,9;19,6;13,7;82,5;2,1
28/08/2015;20,6;931,5;10,8;21,6;12,9;70,9;1,7
29/08/2015;0;931,4;11;26,5;12,4;68,4;1,9
30/08/2015;0;930,3;11,3;32,3;14,4;57,8;0,9
31/08/2015;0;929,4;10,1;32,1;16,6;44,1;1,2
01/09/2015;0;930,1;11,7;31,1;17,6;55,9;1,8
02/09/2015;0,4;931;11,8;20,2;14,1;75,8;2,5
03/09/2015;0;927,3;11,9;25,3;14,9;67,6;2
04/09/2015;0;927;12,2;19,3;16,1;76;1,8
05/09/2015;2,6;928,8;11,6;18,6;14,5;76,5;3,2
06/09/2015;0,2;926,1;11,6;20;13,5;76,6;2,4
07/09/2015;1;923,6;15;24,8;14,2;81,9;1,5
08/09/2015;24,8;921,2;15,2;19,2;16,1;88,3;1,2
09/09/2015;56,4;923,4;13,6;22,9;16,2;72;2,4
10/09/2015;0;924,5;14,3;26;14,1;79,8;1,2
11/09/2015;31,8;923,2;15,2;21,7;17,4;80,5;3,1
12/09/2015;27,6;928,7;11,8;15,7;13,9;84,9;1,6
13/09/2015;0,2;931,1;11;16,4;12,6;82,5;1,7
14/09/2015;0,4;931,6;11,6;22,8;13,1;77;1,1
15/09/2015;0;929,4;14,1;30,2;15,3;70,2;2,2
16/09/2015;0;926,4;14,6;32,4;17,7;58,8;1,8
17/09/2015;0;925,6;12;32,9;20,2;41,5;1,7
18/09/2015;0;926,5;11,8;34,3;21,2;39,2;1,3
19/09/2015;0;927,5;11,3;35,4;20,8;43,3;1,3
20/09/2015;0;927,7;15,1;33,8;19,2;61,4;1,8
21/09/2015;0;926,7;12,3;32,9;17,6;55;1,6
22/09/2015;0;925,6;8,8;33,5;19,3;37;1,1
